calendar_occupancy_proxy,actual_occupancy_rate,host_blocked_rate,host_blocked_days
0.10684931506849316,0.0,0.10684931506849316,39
0.8164383561643835,0.14794520547945206,0.6684931506849315,244
0.8465753424657534,0.13150684931506848,0.7150684931506849,261
0.2410958904109589,0.0,0.2410958904109589,88
0.40273972602739727,0.0,0.40273972602739727,147
0.6794520547945205,0.17534246575342466,0.5041095890410959,184
0.0958904109589041,0.3287671232876712,-0.2328767123287671,-85
0.21643835616438356,0.0,0.21643835616438356,79
0.5260273972602739,0.03287671232876712,0.4931506849315068,180
0.06575342465753424,0.23013698630136986,-0.1643835616438356,-60
0.8794520547945206,0.4767123287671233,0.40273972602739727,147
0.8328767123287671,0.0,0.8328767123287671,304
0.36164383561643837,0.0,0.36164383561643837,132
0.6876712328767123,0.0,0.6876712328767123,251
0.0,0.0,0.0,0
0.8767123287671232,0.5589041095890411,0.3178082191780822,116
0.1643835616438356,0.6986301369863014,-0.5342465753424658,-195
0.7068493150684931,0.6986301369863014,0.00821917808219178,3
0.40273972602739727,0.36164383561643837,0.0410958904109589,15
0.5095890410958904,0.410958904109589,0.09863013698630137,36
0.13972602739726028,0.5917808219178082,-0.4520547945205479,-165
0.3452054794520548,0.19726027397260273,0.14794520547945206,54
0.09863013698630137,0.01643835616438356,0.0821917808219178,30
0.16712328767123288,0.39452054794520547,-0.2273972602739726,-83
0.4273972602739726,0.6575342465753424,-0.23013698630136986,-84
0.11232876712328767,0.4931506849315068,-0.38082191780821917,-139
0.873972602739726,0.0,0.873972602739726,319
0.005479452054794521,0.0,0.005479452054794521,2
0.4821917808219178,0.0,0.4821917808219178,176
0.12602739726027398,0.3287671232876712,-0.20273972602739726,-74
0.9945205479452055,0.1643835616438356,0.8301369863013699,303
0.5150684931506849,0.6986301369863014,-0.18356164383561643,-67
0.2219178082191781,0.1643835616438356,0.057534246575342465,21
0.3780821917808219,0.4602739726027397,-0.0821917808219178,-30
0.0,0.0,0.0,0
0.8657534246575342,0.06575342465753424,0.8,292
0.12602739726027398,0.6986301369863014,-0.5726027397260274,-209
0.8,0.273972602739726,0.5260273972602739,192
0.4958904109589041,0.6986301369863014,-0.20273972602739726,-74
0.8547945205479452,0.26301369863013696,0.5917808219178082,216
0.0,0.0,0.0,0
0.4602739726027397,0.1643835616438356,0.2958904109589041,108
0.673972602739726,0.6986301369863014,-0.024657534246575342,-9
0.0,0.0,0.0,0
0.2821917808219178,0.0,0.2821917808219178,103
0.26575342465753427,0.06575342465753424,0.2,73
0.09863013698630137,0.5917808219178082,-0.4931506849315068,-180
0.030136986301369864,0.03287671232876712,-0.0027397260273972603,-1
0.663013698630137,0.2136986301369863,0.44931506849315067,164
0.01643835616438356,0.0,0.01643835616438356,6
0.18356164383561643,0.6986301369863014,-0.5150684931506849,-188
0.9753424657534246,0.6986301369863014,0.27671232876712326,101
0.336986301369863,0.3287671232876712,0.00821917808219178,3
0.8767123287671232,0.6986301369863014,0.1780821917808219,65
0.1917808219178082,0.4273972602739726,-0.2356164383561644,-86
0.03287671232876712,0.1589041095890411,-0.12602739726027398,-46
0.019178082191780823,0.0,0.019178082191780823,7
0.1232876712328767,0.2465753424657534,-0.1232876712328767,-45
0.273972602739726,0.0,0.273972602739726,100
0.2136986301369863,0.2191780821917808,-0.005479452054794521,-2
0.005479452054794521,0.0,0.005479452054794521,2
0.005479452054794521,0.0,0.005479452054794521,2
0.0,0.0,0.0,0
0.5945205479452055,0.0,0.5945205479452055,217
0.0,0.0,0.0,0
0.7972602739726027,0.1643835616438356,0.6328767123287671,231
0.4986301369863014,0.14794520547945206,0.3506849315068493,128
0.7534246575342466,0.2958904109589041,0.4575342465753425,167
0.6,0.6986301369863014,-0.09863013698630137,-36
0.5315068493150685,0.4986301369863014,0.03287671232876712,12
0.5698630136986301,0.2136986301369863,0.3561643835616438,130
0.6410958904109589,0.4986301369863014,0.14246575342465753,52
0.0,0.0,0.0,0
0.0136986301369863,0.0,0.0136986301369863,5
0.0,0.0,0.0,0
0.1643835616438356,0.0,0.1643835616438356,60
0.0,0.4931506849315068,-0.4931506849315068,-180
0.0821917808219178,0.5095890410958904,-0.4273972602739726,-156
0.29863013698630136,0.23013698630136986,0.0684931506849315,25
0.8904109589041096,0.6986301369863014,0.1917808219178082,70
0.6273972602739726,0.4602739726027397,0.16712328767123288,61
0.22465753424657534,0.4986301369863014,-0.273972602739726,-100
0.873972602739726,0.0,0.873972602739726,319
0.5671232876712329,0.6082191780821918,-0.0410958904109589,-15
0.0,0.0,0.0,0
0.7917808219178082,0.0,0.7917808219178082,289
0.0,0.0,0.0,0
0.5041095890410959,0.6356164383561644,-0.13150684931506848,-48
0.8547945205479452,0.1589041095890411,0.6958904109589041,254
0.7534246575342466,0.0,0.7534246575342466,275
0.7506849315068493,0.6356164383561644,0.11506849315068493,42
0.28493150684931506,0.27945205479452057,0.005479452054794521,2
0.5753424657534246,0.0,0.5753424657534246,210
0.2136986301369863,0.19726027397260273,0.01643835616438356,6
0.4712328767123288,0.4986301369863014,-0.0273972602739726,-10
0.273972602739726,0.1589041095890411,0.11506849315068493,42
0.8931506849315068,0.6986301369863014,0.19452054794520549,71
0.7671232876712328,0.36164383561643837,0.4054794520547945,148
0.5424657534246575,0.0547945205479452,0.4876712328767123,178
0.33424657534246577,0.3287671232876712,0.005479452054794521,2
0.5178082191780822,0.33972602739726027,0.1780821917808219,65
0.13972602739726028,0.4931506849315068,-0.35342465753424657,-129
0.9178082191780822,0.6986301369863014,0.2191780821917808,80
0.09863013698630137,0.39452054794520547,-0.2958904109589041,-108
0.11232876712328767,0.0821917808219178,0.030136986301369864,11
0.13150684931506848,0.11506849315068493,0.01643835616438356,6
0.21643835616438356,0.18082191780821918,0.03561643835616438,13
0.8931506849315068,0.6986301369863014,0.19452054794520549,71
0.8712328767123287,0.26301369863013696,0.6082191780821918,222
0.4958904109589041,0.6986301369863014,-0.20273972602739726,-74
0.8986301369863013,0.6986301369863014,0.2,73
