,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price_clean,log_price,price_per_accommodates,log_price_per_accommodates,log_reviews,log_accommodates,log_beds,price_zscore,price_percentile,log_price_zscore,reviews_zscore,reviews_percentile,reviews_per_month_zscore,occupancy_rate,occupancy_rate_booked,occupancy_is_capped,est_annual_revenue,est_annual_revenue_booked,revenue_per_accommodates,revenue_per_bedroom,log_est_revenue,host_listings_in_city,host_is_professional,pct_professional_hosts,pct_large_operators,median_host_listings,gini_host_concentration,market_professionalization_score
availability_90,-0.0020158932229901888,,0.01916440481271175,-0.06905609496054345,-0.10435519976027667,-0.06316874939096047,0.06482662625844453,-0.06851505108208686,-0.04301728308499464,-0.028297504821025592,-0.04740093227601429,0.10398736658557095,-0.025715689206679136,0.11165772572211145,0.08975419431757599,0.004682355085592393,0.006611467706910334,0.10368363064999897,0.006299501800583283,,0.8415853582586709,0.9557154735543424,1.0,0.5481229439933574,-0.027272489364561666,-0.06849395495340475,-0.08925474527286628,0.9841417887494929,-0.05147907542733792,-0.08640036981909288,-0.0871207708306343,-0.13088208450130312,-0.12004316176497344,-0.11126683348103995,-0.0811445888432107,-0.10601374221295,-0.10297186034361053,-0.12897615798066542,-0.07187647806063902,-0.06801488668639301,-0.02888306880140874,0.03584553037373974,-0.04292306055388544,-0.1247992339925903,-0.12371964084323679,-0.09025538149799445,-0.10803683685494175,-0.040821241170248566,-0.06418462075520172,-0.040359364516302856,-0.12479923399259141,-0.09867898443455526,-0.12371964084323621,-0.027272489364561718,-0.04107395172358593,-0.04292306055388575,-0.5481229439933591,-0.08640036981909202,-0.05453140249649285,-0.16055571725650294,-0.0871207708306343,-0.12200546310662509,-0.1405416932995074,-0.5090619445491622,-0.07187647806063902,0.001317250306762258,,,,,
availability_365,-0.029468735455202413,,-0.03928900615362409,-0.012112519138998181,-0.07945774109990873,-0.018124452141457296,0.04690266348991866,-0.024745882621835236,0.007039405926889922,0.016260144793561387,0.004962114840844889,0.09462138164728442,0.11307905482091757,0.10164568594669139,0.09186909441605175,-0.0034220955645674067,0.003110754443885513,0.09935885376598892,0.002774513688014985,,0.39011125535678887,0.46812876386449265,0.5481229439933574,1.0,0.021172451276180344,0.0071041256968994645,-0.004002610251372862,0.5943443785130599,0.011639570672771916,0.0009147549208359296,-0.01890733851279636,-0.12478186222488463,-0.08582324289547147,-0.10614794937166364,-0.0695076511609388,-0.09187903686587977,-0.07463680859320751,-0.12639353699719766,0.08452541844044056,0.09120303258023968,-0.07567649771830849,0.03228259387362056,0.0005521662336022569,-0.1510499831771243,-0.07706512806305954,-0.1231417374774103,-0.07362302333048938,0.06002103922608991,-0.028579338714283767,0.009133625892545365,-0.15104998317712418,-0.04148025348995215,-0.07706512806305887,0.021172451276180154,0.05982098879312625,0.0005521662336022913,-1.0000000000000058,0.0009147549208360908,-0.014458547592595298,-0.20965749602819558,-0.01890733851279636,-0.1684638109686267,-0.19646520503036993,-0.6543145702206932,0.08452541844044056,0.030797317804466467,,,,,
number_of_reviews,-0.391644389252215,,-0.19389641199903465,-0.17192197910088308,-0.1542599432532589,-0.08213148877592734,0.078965247627008,-0.17722810899952537,-0.16235742178252138,-0.14879451426202522,-0.12916575360402976,-0.07355685400485056,-0.05916946817650889,-0.08000580594510988,-0.0883390948092139,0.3079137540993996,0.01728157968518092,-0.08105287839906042,0.015885966490700735,,-0.1033452472451324,-0.06159908789471114,-0.027272489364561666,0.021172451276180344,1.0,0.7074581711229072,0.4974287300522226,-0.024716687427796296,0.7751458395319559,0.6129365745332296,0.2665327701011749,0.07842507584713768,0.10247842869734944,0.06949578183917055,0.102335965346184,0.11527983623089183,0.014602546028731782,0.11470707670446505,-0.24801206510538584,-0.24280855378011237,-0.07614556329575937,0.021125663836983218,0.6921072684633764,-0.07800537646454048,-0.21511267255796868,-0.052492979486941115,-0.13514808232988043,0.7162346746335558,-0.1966074282466878,-0.1382918459783202,-0.07800537646453964,-0.24442071110491365,-0.21511267255796318,1.0000000000000109,0.681284454152326,0.6921072684633749,-0.02117245127617856,0.6129365745332391,0.4142439008408413,-0.05809234502365007,0.2665327701011749,-0.04162566900872287,-0.04878128347306446,-0.1142113452478445,-0.24801206510538584,-0.16688584405621074,,,,,
number_of_reviews_ltm,-0.1224764137777308,,-0.05760963880332932,-0.1848961489907271,-0.1672470573173694,-0.053063642339447846,0.03529311901283236,-0.15155823808865834,-0.16301747054301016,-0.14911324527787315,-0.11053040767820646,-0.1188219907379047,-0.13207628122992662,-0.12622852521182865,-0.1299082496257816,0.25855809513549616,0.09395964337149726,-0.12674217952500763,0.08637335857089597,,-0.173496431190666,-0.11674103045483379,-0.06849395495340475,0.0071041256968994645,0.7074581711229072,1.0,0.7534541134111039,-0.0631849620715933,0.8855355921721726,0.8448374681697004,0.4223209324536072,0.1303094649731513,0.13275548127789846,0.11617549145915153,0.11990550336089814,0.14878243256827542,0.035613752126104445,0.15459105216712687,-0.26068622696257227,-0.25561670652853663,-0.07084615501970858,0.06011981270485611,0.8801562838277882,-0.08794608647046516,-0.2238322229978275,-0.06065046992885145,-0.1640492972621096,0.6672738046474426,-0.16395917960483433,-0.11780171302778565,-0.08794608647046581,-0.2480535084755054,-0.22383222299782768,0.7074581711229057,0.6510760619870885,0.8801562838277813,-0.007104125696898744,0.8448374681697041,0.5656521456833256,-0.06594962737025911,0.4223209324536072,-0.04776620988156936,-0.0547964818758183,-0.10255809353783943,-0.26068622696257227,-0.1536257444763259,,,,,
number_of_reviews_l30d,-0.020607655717756527,,-0.01623019205917921,-0.14948086465222288,-0.13426649680365454,-0.023785083576512697,0.013206624261416682,-0.14040088888940178,-0.14915788522218665,-0.1402859384383491,-0.10752121049570108,-0.09782566271347919,-0.11540084384834219,-0.10521316816409727,-0.10175277095892542,0.18254962669131364,0.05504136558601352,-0.10234603881043174,0.05346202742791277,,-0.17066603777653916,-0.12947469068952905,-0.08925474527286628,-0.004002610251372862,0.4974287300522226,0.7534541134111039,1.0,-0.08137396049742243,0.6007131094621979,0.6309054544223327,0.3071600604347387,0.11293295206893002,0.11123793008921781,0.09911548431777224,0.09876190299260477,0.1225844393347052,0.03911859635515841,0.13675849393123993,-0.2025013643335468,-0.1981701914345539,-0.06153922793763745,0.04097065250071623,0.714332437015539,-0.07229806188305199,-0.19168387397665357,-0.049199775118878575,-0.13300497632486927,0.47845328810396676,-0.15162838699379483,-0.11453454396379593,-0.07229806188305118,-0.2191937928518873,-0.19168387397665218,0.49742873005221644,0.4667636714433735,0.7143324370155438,0.004002610251373086,0.6309054544223344,0.43226431171079716,-0.05405858491837111,0.3071600604347387,-0.03883906526680153,-0.044219323842398295,-0.0815791283628295,-0.2025013643335468,-0.11648600433295796,,,,,
availability_eoy,-0.002866274246791517,,0.009283136839584247,-0.07280697685639367,-0.10743318478765546,-0.05817442167627568,0.06514597544967363,-0.09147110003759978,-0.05907194096499769,-0.047772646388955536,-0.06816623287171633,0.11370765274021193,-0.019859004986560357,0.12080975984879294,0.10068712225467873,-0.0016672536495803566,0.008018403020450385,0.1136655020797595,0.0076846867593700985,,0.8081158297693978,0.9238032141826783,0.9841417887494929,0.5943443785130599,-0.024716687427796296,-0.0631849620715933,-0.08137396049742243,1.0,-0.047470423898314476,-0.0814380294813566,-0.09179550062495799,-0.13935713128997215,-0.12304316312339961,-0.11624377550053723,-0.08635050240247973,-0.1100839779921317,-0.10828871610340703,-0.1365713235404617,-0.05991864480908577,-0.05625454130646882,-0.024746645291307885,0.03834029249654136,-0.03649283309094774,-0.1259266905600281,-0.13667133210431145,-0.09044502815432202,-0.10730453941107027,-0.03588946187509313,-0.09052194325734708,-0.06346762759161098,-0.12592669056002745,-0.11763185716620804,-0.13667133210431145,-0.024716687427795987,-0.03627313829001765,-0.03649283309094788,-0.5943443785130549,-0.0814380294813563,-0.05064339368897357,-0.16458538802473996,-0.09179550062495799,-0.12520553072758558,-0.14387496894927115,-0.5497515455396116,-0.05991864480908577,0.013640790140073411,,,,,
number_of_reviews_ly,-0.23356584814798287,,-0.09007814868648342,-0.17124618681327536,-0.15406416098142872,-0.054778908913750535,0.03926330361559364,-0.15259923759042515,-0.1573098479537858,-0.14453938791328086,-0.1092090321404554,-0.10382208726259189,-0.1079034185584568,-0.11058666473428522,-0.11595726551692523,0.28424835665373027,0.043316451449299055,-0.11151332098696959,0.040714865487462934,,-0.1457769716703439,-0.09352904805667689,-0.05147907542733792,0.011639570672771916,0.7751458395319559,0.8855355921721726,0.6007131094621979,-0.047470423898314476,1.0,0.7630621913578565,0.3698031396919106,0.11056246892376967,0.1172371503670759,0.09637159291817225,0.10923561521346013,0.1351614493569963,0.025780155268908728,0.13172077543500768,-0.2510441634336623,-0.24592285870305028,-0.07437459460986132,0.055368289414062445,0.7997245140706252,-0.08066001928767993,-0.21101245842873692,-0.05469977938185278,-0.14831327205293182,0.6897197524507985,-0.16606796470726795,-0.11584798495635246,-0.08066001928768021,-0.23374325845230434,-0.21101245842873564,0.7751458395319575,0.6722447721031053,0.799724514070636,-0.011639570672770706,0.7630621913578574,0.5159687699715548,-0.059583888561490606,0.3698031396919106,-0.042512488491563465,-0.04893731700486165,-0.1002443861041157,-0.2510441634336623,-0.15091314790229693,,,,,
estimated_occupancy_l365d,-0.14425973232048506,,-0.08398386854085702,-0.2233887884418313,-0.20248469145384868,-0.0025421424054154003,-0.01221617385191107,-0.15808820077589084,-0.16499597316806885,-0.13772201682864438,-0.10564944326923602,-0.022351905828266617,-0.1437593883305394,-0.055489934843650966,-0.05325959945260283,0.30563894518812385,0.031131661557594732,-0.04488135287160818,0.03059117575810141,,-0.19218506401132687,-0.13306481378427668,-0.08640036981909288,0.0009147549208359296,0.6129365745332296,0.8448374681697004,0.6309054544223327,-0.0814380294813566,0.7630621913578565,1.0,0.5271294682630996,0.15320604703602958,0.1510696348547687,0.11871460001309656,0.14051300239032807,0.1733207123559584,0.03248914211953978,0.1774151706679394,-0.31620187799431143,-0.3096684644531845,-0.09218984756488341,0.029349377968816426,0.744328578451485,-0.10577881071992803,-0.26388830778817474,-0.07406187600394717,-0.20450596749286604,0.7031977652249128,-0.1763022953746861,-0.11444406473766801,-0.10577881071992902,-0.2859962475835332,-0.2638883077881752,0.6129365745332152,0.696156502422327,0.7443285784514886,-0.0009147549208349653,1.000000000000002,0.5709514760495003,-0.07963675928461554,0.5271294682630996,-0.05819450067731033,-0.0672668718426515,-0.11357843497240855,-0.31620187799431143,-0.2161153271418702,,,,,
estimated_revenue_l365d,-0.0919802905069188,,-0.06263921419223188,-0.10573072413628809,-0.04657516966612413,0.06290676999238855,-0.06739729113228365,0.13282057137634284,0.09418760184735576,0.127825035628687,0.13442855335150597,-0.025959844908146425,-0.04329867249990484,-0.051691682901534454,-0.04318570200841003,0.13118459989715484,0.0164304802298989,-0.04420946655996252,0.016256966190885586,,-0.12392060633600933,-0.10294648762335912,-0.0871207708306343,-0.01890733851279636,0.2665327701011749,0.4223209324536072,0.3071600604347387,-0.09179550062495799,0.3698031396919106,0.5271294682630996,1.0,0.13022658542385948,0.11042966592716083,0.11206059779946122,0.09629598124103499,0.1119905615210295,0.07016637332684171,0.10350243615399085,-0.13938071406157285,-0.13753089947745922,-0.049937166742752545,-0.009701162418099518,0.30601745131227764,0.10818818617646882,0.1785453931849696,0.12749810496464017,0.14397373630002047,0.38223656852331467,0.11073026956062204,0.11620664582684197,0.1081881861764671,0.16124521680254372,0.17854539318497256,0.26653277010117615,0.3826629347538583,0.3060174513122725,0.018907338512796246,0.5271294682630897,0.2747524461109767,0.0947014209405286,1.0,0.13039923702214476,0.10716047828763195,0.16163340945880114,-0.13938071406157285,-0.12267023144233921,,,,,
review_scores_rating,0.033063824118663224,,-0.011846471777398494,-0.06087922841964666,-0.06385486924277381,-0.028344002069955784,0.0322084658967852,0.056384761124558314,0.04818012910582741,0.06921461155232893,0.04747577053816083,-0.011780540980342473,-0.10251418397068114,-0.023860195781418514,-0.019643673812438343,0.04916159864975397,-0.02183760194571726,-0.019583431109176562,-0.02194748044369599,,-0.12723253438870216,-0.13005407814844822,-0.13088208450130312,-0.12478186222488463,0.07842507584713768,0.1303094649731513,0.11293295206893002,-0.13935713128997215,0.11056246892376967,0.15320604703602958,0.13022658542385948,1.0,0.7995815462006158,0.7423875784384674,0.5835878824053868,0.6947577900369166,0.5739581627498628,0.7940041373781971,-0.0941306605542826,-0.0893616168542174,-0.08301112551138864,-0.009573984553802107,0.13660453961556693,0.011537232917511565,0.11746931457251095,0.005463952309089141,0.09691795208591418,0.1111278022143456,0.06197145484746778,0.047487091721270344,0.011537232917511584,0.13430555437753017,0.1174693145725116,0.0784250758471386,0.11241812544627408,0.13660453961556723,0.12478186222488459,0.15320604703602994,0.06464488520355659,0.005314796814976683,0.1302265854238595,0.002365259709632931,0.0003512665300760272,0.17612359097017094,-0.0941306605542826,-0.12401847958978372,,,,,
review_scores_accuracy,-0.007432296515379793,,-0.043537007542910046,-0.0860638531630306,-0.09201969100933864,-0.03571934126739556,0.04794852678488884,0.020039416988434915,0.025034123023092332,0.04008579354003491,0.01892471944085571,-0.01733441519301888,-0.0648157807956009,-0.024584129407942044,-0.019465456470100236,0.05261415137685106,-0.020387264860753283,-0.01965447823338639,-0.02045934892788621,,-0.12681301921948732,-0.12663379170971123,-0.12004316176497344,-0.08582324289547147,0.10247842869734944,0.13275548127789846,0.11123793008921781,-0.12304316312339961,0.1172371503670759,0.1510696348547687,0.11042966592716083,0.7995815462006158,1.0,0.6658270467347485,0.5401692462387926,0.6400893732289878,0.5339325109163799,0.728724625343816,-0.08105014674041763,-0.07566402483697805,-0.08838277000045414,-0.008979781676206553,0.14220099438617304,-0.007981228774584584,0.07463710483179745,-0.002166309138888582,0.06933400264342474,0.14859704976699806,0.028139980382556502,0.022919254703875104,-0.007981228774584681,0.08687653785075752,0.07463710483179793,0.1024784286973492,0.14930514979470244,0.14220099438617312,0.0858232428954712,0.151069634854768,0.06113571734692484,-0.011241345407377522,0.1104296659271607,-0.003426676777885041,-0.007486154808905589,0.13052993266616322,-0.08105014674041763,-0.11421864056573032,,,,,
review_scores_cleanliness,0.04599884192855427,,0.0026262948410049327,-0.0313147532652788,-0.026678418679441193,-0.0334832469982772,0.030182651252470268,0.03834925760608135,0.038379380733598756,0.05365331475461868,0.024806995650372355,-0.03302309356741088,-0.08989108983610886,-0.04632652138352865,-0.03761962068854476,0.031132808390267965,-0.02046978008463335,-0.04430146010591187,-0.020602484964742523,,-0.11335616463159391,-0.11239824362640659,-0.11126683348103995,-0.10614794937166364,0.06949578183917055,0.11617549145915153,0.09911548431777224,-0.11624377550053723,0.09637159291817225,0.11871460001309656,0.11206059779946122,0.7423875784384674,0.6658270467347485,1.0,0.45682457641443225,0.524120627293183,0.4565698758390288,0.6671919863983907,-0.061000517696889245,-0.057580728511605284,-0.06715928484121098,-0.016346151028819242,0.12508281037172822,0.023598231644623477,0.1321315783271707,0.018482926887684936,0.12532728337639568,0.08541680663161966,0.04698717764027473,0.026813961057866088,0.02359823164462363,0.14581791877533948,0.1321315783271708,0.06949578183917095,0.08593723320895763,0.1250828103717293,0.10614794937166347,0.11871460001309579,0.05759518665429196,0.017105412532459112,0.11206059779946123,0.014616401671447102,0.013429217053202866,0.16298516678023517,-0.061000517696889245,-0.08970357908533151,,,,,
review_scores_checkin,-0.017497597076805874,,-0.0321526057527722,-0.09392523317066931,-0.0857062204551662,-0.017961161144191343,0.0248390684822193,0.01953747810575794,0.01148783695272133,0.03562205239726386,0.020526032551436233,-0.0067869943959465,-0.07188392409474502,-0.01596232413172201,-0.018109535799042068,0.06772756875938019,-0.019557849276339027,-0.01460193367283223,-0.01965778842294462,,-0.09228046645020618,-0.08689739781805197,-0.0811445888432107,-0.0695076511609388,0.102335965346184,0.11990550336089814,0.09876190299260477,-0.08635050240247973,0.10923561521346013,0.14051300239032807,0.09629598124103499,0.5835878824053868,0.5401692462387926,0.45682457641443225,1.0,0.5973970981989059,0.41942093551029835,0.5247022943340257,-0.1084057142024649,-0.10500097995757626,-0.05476456515107911,-0.001466630312680415,0.1260644517743527,-0.009461617439453503,0.03725277769631001,-0.008177691248242264,0.030515381745456628,0.1423235147921405,0.018846280718851985,0.018171434909176852,-0.009461617439453594,0.04918281948714534,0.037252777696310135,0.10233596534618626,0.1428971014368012,0.12606445177435413,0.06950765116093865,0.14051300239032716,0.05727016569437718,-0.00571944671343135,0.09629598124103503,-0.004590591269363663,-0.006443649466586704,0.08468254008775805,-0.1084057142024649,-0.09578681240611922,,,,,
review_scores_communication,0.008051211756798224,,-0.022269341935223293,-0.10463290424760739,-0.10950188070668652,-0.022623932269069242,0.026302125811546447,0.004436333565723484,-0.0026891615929385444,0.017375311459148318,0.004358559441944786,-0.0024025960265222613,-0.11826044236584751,-0.012468042990442822,-0.01502066474808397,0.08463382573282048,-0.029583279667621285,-0.009464347098955387,-0.029704065277377668,,-0.11738895101580278,-0.11183693343844114,-0.10601374221295,-0.09187903686587977,0.11527983623089183,0.14878243256827542,0.1225844393347052,-0.1100839779921317,0.1351614493569963,0.1733207123559584,0.1119905615210295,0.6947577900369166,0.6400893732289878,0.524120627293183,0.5973970981989059,1.0,0.4483051612778684,0.6171673121440023,-0.12662859266493826,-0.12294817690843804,-0.05320471584394753,-0.0012598542775008282,0.16164422121783673,-0.016008570603102026,0.026596360163056162,-0.011451863508265417,0.030191219840277336,0.1570415850273865,0.002048760435407464,0.0021194921924295213,-0.01600857060310227,0.03578419431318734,0.026596360163056457,0.11527983623089064,0.15814140826154535,0.16164422121783767,0.09187903686588009,0.173320712355957,0.06784325627801685,-0.016752781398904695,0.11199056152102954,-0.01266016579569168,-0.021173524323839833,0.09177122788792064,-0.12662859266493826,-0.11736721293910556,,,,,
review_scores_location,-0.010536909070663236,,-0.043820413249933535,-0.028838160976354582,-0.03584614735416024,0.04106679542158015,-0.030918664525546195,0.04380145108467624,0.01635606104932525,0.026509575483394145,0.03292967372911606,-0.04642584736635402,-0.013871447761068021,-0.05522390474258777,-0.036214050699959976,-0.012515390411296116,-0.022599566029149105,-0.049883942177724745,-0.022777033302488106,,-0.09006380483476939,-0.1009494718324198,-0.10297186034361053,-0.07463680859320751,0.014602546028731782,0.035613752126104445,0.03911859635515841,-0.10828871610340703,0.025780155268908728,0.03248914211953978,0.07016637332684171,0.5739581627498628,0.5339325109163799,0.4565698758390288,0.41942093551029835,0.4483051612778684,1.0,0.5340599884973329,0.004933452525988489,0.011456248817339894,-0.1295730418665153,-0.012176727784070711,0.02930428756872495,0.01714462893896643,0.15109065485784506,0.007689193057169413,0.13345513168174178,0.03331527273306752,0.06639811494003994,0.04312100937386364,0.017144628938966604,0.15847217059934626,0.1510906548578454,0.014602546028731789,0.0341552178200045,0.029304287568725208,0.07463680859320772,0.03248914211953981,0.011343811647513836,0.006286672400838434,0.07016637332684174,0.00012026745905504636,-0.0010972480982607458,0.15396838388570763,0.004933452525988489,-0.03316114221644374,,,,,
review_scores_value,0.04214717714792025,,0.0006669481794097213,-0.0711584264261429,-0.07833155609098022,-0.05664207337032488,0.05663241155068986,-0.011919635197093915,-0.022113588805754304,0.003614554096531135,-0.0070403855175259055,-0.008001105027561978,-0.12470754357339243,-0.020972599448927532,-0.02198144239743821,0.0889808340820804,-0.011895053909312696,-0.017248340162849617,-0.012006153573321179,,-0.13364486415193583,-0.130847851910783,-0.12897615798066542,-0.12639353699719766,0.11470707670446505,0.15459105216712687,0.13675849393123993,-0.1365713235404617,0.13172077543500768,0.1774151706679394,0.10350243615399085,0.7940041373781971,0.728724625343816,0.6671919863983907,0.5247022943340257,0.6171673121440023,0.5340599884973329,1.0,-0.14600593062591952,-0.14206866146018923,-0.06501220043054699,0.005093680269319064,0.17260446405480112,-0.020732536252959663,0.0021446904884861472,-0.01333304088371311,0.009258666205686435,0.1545335810629993,-0.00829846637594024,-0.00852617810477935,-0.02073253625295976,0.01507151657508221,0.002144690488486631,0.11470707670446413,0.1553098952290822,0.17260446405480165,0.1263935369971995,0.17741517066793883,0.07623795916120826,-0.01194670012247027,0.10350243615399085,-0.00947049304267007,-0.010166920898650733,0.10114035901419692,-0.14600593062591952,-0.1469298406362025,,,,,
calculated_host_listings_count,0.0768743316215511,,-0.04864623033015531,0.5882973690427391,0.4372680828306742,0.03615882864469563,-0.0012582236877208362,0.194782589754012,0.1815565525017679,0.12600794959848705,0.15236299632902886,-0.07577642607926348,0.20019966839078554,-0.0790875779687126,-0.048930866337205885,-0.31930143787495857,-0.00920197036609561,-0.08026530030635266,-0.009182270661374533,,-0.0369547108402039,-0.06765214238148573,-0.07187647806063902,0.08452541844044056,-0.24801206510538584,-0.26068622696257227,-0.2025013643335468,-0.05991864480908577,-0.2510441634336623,-0.31620187799431143,-0.13938071406157285,-0.0941306605542826,-0.08105014674041763,-0.061000517696889245,-0.1084057142024649,-0.12662859266493826,0.004933452525988489,-0.14600593062591952,1.0,0.9978182400434833,-8.212501743951693e-05,-0.024464368507500178,-0.30045666372072516,0.09367720175812431,0.27924509496251937,0.04531214574898682,0.20947059509597152,-0.304645337013365,0.19861058647598923,0.16553730818704548,0.09367720175812465,0.24823825420038834,0.27924509496251854,-0.24801206510538296,-0.30436945262312876,-0.3004566637207231,-0.08452541844044216,-0.3162018779943127,-0.13357948141025697,0.06442783396855906,-0.13938071406157287,0.03613210538896733,0.03921889346987674,0.14980358824905046,1.0,0.30942240351618744,,,,,
calculated_host_listings_count_entire_homes,0.07262090085657913,,-0.05775904359723976,0.5749547184020674,0.4172829773126441,0.035133962998409665,0.00013231009809393354,0.19529983903609371,0.17911724307614885,0.12741577007022764,0.15598174766697742,-0.07582506129152762,0.19818143003572847,-0.07941178386627608,-0.04862223821354874,-0.3183064169451696,-0.016606960024935186,-0.08023184080629141,-0.016571355228613763,,-0.03448466838728366,-0.06436760549734764,-0.06801488668639301,0.09120303258023968,-0.24280855378011237,-0.25561670652853663,-0.1981701914345539,-0.05625454130646882,-0.24592285870305028,-0.3096684644531845,-0.13753089947745922,-0.0893616168542174,-0.07566402483697805,-0.057580728511605284,-0.10500097995757626,-0.12294817690843804,0.011456248817339894,-0.14206866146018923,0.9978182400434833,1.0,-0.05433059512005843,-0.025924656001575678,-0.2970174183594015,0.06649867838325689,0.2650152606090549,0.02087790651897879,0.19071774774794034,-0.29451148809344446,0.20176869807881745,0.17145033746176855,0.0664986783832563,0.24196732584243488,0.26501526060905245,-0.24280855378011135,-0.29412394535903585,-0.29701741835940343,-0.09120303258024004,-0.30966846445318735,-0.13151089077358116,0.03876377820200934,-0.1375308994774592,0.01389155068842703,0.014399395545990581,0.1381555585397653,0.9978182400434834,0.3030351500085349,,,,,
calculated_host_listings_count_private_rooms,0.05322192995438634,,0.11440940054109469,0.06658297418705944,0.10791538618162913,-3.0378578412904104e-05,-0.005901957738440463,-0.043502047319515416,0.028971476069005197,-0.048910975195624894,-0.05660791105819283,0.015074034838634759,-0.024896173762588163,0.020359045721619465,0.007270490208666216,0.015000247738131084,0.14967608493978693,0.01473416118767998,0.14937500105063203,,-0.015295569262434085,-0.02357080956614855,-0.02888306880140874,-0.07567649771830849,-0.07614556329575937,-0.07084615501970858,-0.06153922793763745,-0.024746645291307885,-0.07437459460986132,-0.09218984756488341,-0.049937166742752545,-0.08301112551138864,-0.08838277000045414,-0.06715928484121098,-0.05476456515107911,-0.05320471584394753,-0.1295730418665153,-0.06501220043054699,-8.212501743951693e-05,-0.05433059512005843,1.0,0.007483830714748279,-0.06424239711892225,0.15160581959236255,0.09231831306967207,0.13509072196878935,0.16083525091984813,-0.14314824855685773,-0.08546654606926057,-0.07417218537293722,0.15160581959235975,0.0536462411183526,0.09231831306966977,-0.07614556329575885,-0.14455009780973602,-0.06424239711892266,0.07567649771830821,-0.09218984756488331,-0.029253740718031166,0.13291114125612988,-0.049937166742752545,0.11547260710219032,0.14197290143154942,0.10266202546932249,-8.212501743951693e-05,0.10015756439705459,,,,,
calculated_host_listings_count_shared_rooms,0.014688793405894943,,0.030837853903194944,-0.015119912610257082,-0.01343134999890162,-0.018858193329482357,0.02276189950244102,-0.028808989667368237,0.05598206894550082,0.03234487261418688,0.006378974703863793,-0.007920970946196856,-0.01326781122357053,-0.008046388550867246,-0.010792217662802004,-0.008618886646420621,-0.0010124099061461212,-0.009076083557615335,-0.0010100389059616692,,0.0346116390871251,0.034821810703349006,0.03584553037373974,0.03228259387362056,0.021125663836983218,0.06011981270485611,0.04097065250071623,0.03834029249654136,0.055368289414062445,0.029349377968816426,-0.009701162418099518,-0.009573984553802107,-0.008979781676206553,-0.016346151028819242,-0.001466630312680415,-0.0012598542775008282,-0.012176727784070711,0.005093680269319064,-0.024464368507500178,-0.025924656001575678,0.007483830714748279,1.0,0.0634577895506186,-0.007309468821922381,-0.051631025175196084,-0.004535683658925303,-0.027923934927640046,0.021439307655657026,-0.05433269270832727,-0.004255856132133572,-0.007309468821922382,-0.0538513017528742,-0.0516310251751961,0.021125663836982646,0.02106066939032157,0.06345778955061862,-0.03228259387362062,0.029349377968816433,0.02736576939786843,-0.005227795794711567,-0.009701162418099521,-0.003874640921770237,-0.004462603969871725,-0.06472062947558627,-0.024464368507500174,0.01818267149106261,,,,,
reviews_per_month,0.0918311106720309,,0.057581178004255475,-0.20280291021516667,-0.18245531986047225,-0.06394201539825506,0.04927696360442164,-0.1790399571987213,-0.21133643925891096,-0.18774566732288506,-0.14441192068471573,-0.11958829943318403,-0.2052756935756173,-0.13675322773263357,-0.14085601832240194,0.25786724080599877,0.044467465535658314,-0.13832404321105235,0.04143276285429786,,-0.1625792259292417,-0.09710848443297868,-0.04292306055388544,0.0005521662336022569,0.6921072684633764,0.8801562838277882,0.714332437015539,-0.03649283309094774,0.7997245140706252,0.744328578451485,0.30601745131227764,0.13660453961556693,0.14220099438617304,0.12508281037172822,0.1260644517743527,0.16164422121783673,0.02930428756872495,0.17260446405480112,-0.30045666372072516,-0.2970174183594015,-0.06424239711892225,0.0634577895506186,1.0,-0.0808744036041336,-0.24940704647555315,-0.04836409560398634,-0.15691718090940468,0.6517777962730859,-0.19764507870778358,-0.1637143491997268,-0.08087440360413427,-0.2712027346591631,-0.24940704647555048,0.692107268463368,0.6348261187218556,0.999999999999994,-0.000552166233602749,0.7443285784514814,0.486395253866346,-0.05291677994613698,0.3060174513122776,-0.0343396699257838,-0.03885654271979454,-0.12038262851558702,-0.30045666372072516,-0.1697455113416323,,,,,
