calendar_occupancy_proxy,actual_occupancy_rate,host_blocked_rate,host_blocked_days
0.07945205479452055,0.4438356164383562,-0.3643835616438356,-133
0.989041095890411,0.0821917808219178,0.9068493150684932,331
0.14520547945205478,0.2465753424657534,-0.10136986301369863,-37
0.7315068493150685,0.021917808219178082,0.7095890410958904,259
0.17534246575342466,0.0,0.17534246575342466,64
0.17534246575342466,0.4931506849315068,-0.3178082191780822,-116
0.19452054794520549,0.0821917808219178,0.11232876712328767,41
0.136986301369863,0.01643835616438356,0.12054794520547946,44
0.3863013698630137,0.0,0.3863013698630137,141
0.5753424657534246,0.0,0.5753424657534246,210
0.07397260273972603,0.6904109589041096,-0.6164383561643836,-225
0.12876712328767123,0.23013698630136986,-0.10136986301369863,-37
0.8027397260273973,0.03287671232876712,0.7698630136986301,281
0.6410958904109589,0.021917808219178082,0.6191780821917808,226
0.5205479452054794,0.3287671232876712,0.1917808219178082,70
0.22465753424657534,0.14794520547945206,0.07671232876712329,28
0.7753424657534247,0.11506849315068493,0.6602739726027397,241
0.019178082191780823,0.01643835616438356,0.0027397260273972603,1
0.915068493150685,0.0,0.915068493150685,334
0.5808219178082191,0.19726027397260273,0.3835616438356164,140
0.736986301369863,0.2136986301369863,0.5232876712328767,191
0.8821917808219178,0.03287671232876712,0.8493150684931506,310
0.5095890410958904,0.0,0.5095890410958904,186
0.11232876712328767,0.36164383561643837,-0.2493150684931507,-91
0.043835616438356165,0.4931506849315068,-0.44931506849315067,-164
0.005479452054794521,0.01643835616438356,-0.010958904109589041,-4
0.0273972602739726,0.0,0.0273972602739726,10
0.8082191780821918,0.0273972602739726,0.7808219178082192,285
0.16986301369863013,0.3287671232876712,-0.1589041095890411,-58
0.14520547945205478,0.03287671232876712,0.11232876712328767,41
0.1178082191780822,0.6986301369863014,-0.5808219178082191,-212
0.0273972602739726,0.547945205479452,-0.5205479452054794,-190
0.5397260273972603,0.4931506849315068,0.04657534246575343,17
0.5863013698630137,0.0,0.5863013698630137,214
0.5260273972602739,0.0,0.5260273972602739,192
0.32602739726027397,0.3287671232876712,-0.0027397260273972603,-1
0.6520547945205479,0.3287671232876712,0.3232876712328767,118
0.024657534246575342,0.01643835616438356,0.00821917808219178,3
0.4547945205479452,0.6986301369863014,-0.24383561643835616,-89
0.7534246575342466,0.18082191780821918,0.5726027397260274,209
0.057534246575342465,0.4273972602739726,-0.3698630136986301,-135
0.7561643835616438,0.11506849315068493,0.6410958904109589,234
0.19452054794520549,0.049315068493150684,0.14520547945205478,53
0.29315068493150687,0.0,0.29315068493150687,107
0.4547945205479452,0.6575342465753424,-0.20273972602739726,-74
0.01643835616438356,0.6986301369863014,-0.6821917808219178,-249
0.4054794520547945,0.6986301369863014,-0.29315068493150687,-107
0.8136986301369863,0.6986301369863014,0.11506849315068493,42
0.5506849315068493,0.5917808219178082,-0.0410958904109589,-15
0.3917808219178082,0.043835616438356165,0.34794520547945207,127
0.08493150684931507,0.2136986301369863,-0.12876712328767123,-47
0.2821917808219178,0.09863013698630137,0.18356164383561643,67
0.7616438356164383,0.049315068493150684,0.7123287671232876,260
0.1589041095890411,0.6986301369863014,-0.5397260273972603,-197
0.26575342465753427,0.0,0.26575342465753427,97
0.03561643835616438,0.2465753424657534,-0.21095890410958903,-77
0.06027397260273973,0.26301369863013696,-0.20273972602739726,-74
0.0,0.0821917808219178,-0.0821917808219178,-30
0.0,0.0,0.0,0
0.0273972602739726,0.27945205479452057,-0.25205479452054796,-92
0.4602739726027397,0.0,0.4602739726027397,168
0.038356164383561646,0.14794520547945206,-0.1095890410958904,-40
