metric,mean,median,std
calendar_occupancy_proxy,0.5220739439192316,0.5150684931506849,0.386029658967039
actual_occupancy_rate,0.17023571890522807,0.049315068493150684,0.2258217468365508
host_blocked_rate,0.3518382250140035,0.26575342465753427,0.4959942361898678
