listing_id,date
5739,2016-09-28
5739,2016-10-03
5739,2016-10-08
5739,2016-10-16
5739,2016-10-20
5739,2016-10-26
5739,2016-11-08
5739,2016-12-04
5739,2016-12-12
5739,2016-12-16
5739,2017-01-01
5739,2017-01-07
5739,2017-01-15
5739,2017-01-26
5739,2017-02-02
5739,2017-02-11
5739,2017-02-15
5739,2017-03-02
5739,2017-03-10
5739,2017-03-22
5739,2017-04-02
5739,2017-04-16
5739,2017-04-20
5739,2017-04-23
5739,2017-05-05
5739,2017-05-13
5739,2017-05-16
5739,2017-05-20
5739,2017-05-24
5739,2017-05-29
5739,2017-06-06
5739,2017-06-11
5739,2017-06-16
5739,2017-06-21
5739,2017-06-28
5739,2017-07-05
5739,2017-07-13
5739,2017-07-16
5739,2017-07-28
5739,2017-08-20
5739,2017-08-24
5739,2017-09-04
5739,2017-09-10
5739,2017-09-22
5739,2017-10-05
5739,2017-10-09
5739,2017-10-12
5739,2017-10-23
5739,2017-10-27
5739,2017-10-31
5739,2017-11-06
5739,2017-11-10
5739,2017-11-17
5739,2017-11-27
5739,2017-12-02
5739,2017-12-11
5739,2017-12-15
5739,2018-01-05
5739,2018-01-13
5739,2018-01-19
5739,2018-01-27
5739,2018-02-05
5739,2018-02-08
5739,2018-02-24
5739,2018-03-11
5739,2018-03-26
5739,2018-03-30
5739,2018-04-06
5739,2018-04-09
5739,2018-04-13
5739,2018-05-02
5739,2018-05-06
5739,2018-05-12
5739,2018-05-18
5739,2018-05-29
5739,2018-06-04
5739,2018-06-08
5739,2018-06-14
5739,2018-06-18
5739,2018-06-29
5739,2018-07-02
5739,2018-07-12
5739,2018-07-25
5739,2018-07-28
5739,2018-08-10
5739,2018-08-20
5739,2018-08-29
5739,2018-09-07
5739,2018-09-18
5739,2018-09-28
5739,2018-10-02
5739,2018-10-09
5739,2018-10-20
5739,2018-10-23
5739,2018-10-29
5739,2018-11-16
5739,2018-11-27
5739,2018-12-14
5739,2018-12-28
5739,2019-01-01
5739,2019-01-28
5739,2019-02-01
5739,2019-02-05
5739,2019-03-08
5739,2019-03-15
5739,2019-03-24
5739,2019-04-02
5739,2019-04-14
5739,2019-04-18
5739,2019-04-28
5739,2019-05-03
5739,2019-05-09
5739,2019-05-15
5739,2019-05-20
5739,2019-05-26
5739,2019-06-01
5739,2019-06-17
5739,2019-06-28
5739,2019-07-15
5739,2019-07-19
5739,2019-07-22
5739,2019-07-27
5739,2019-08-16
5739,2019-08-20
5739,2019-08-25
5739,2019-09-02
5739,2019-09-21
5739,2019-09-30
5739,2019-10-03
5739,2019-10-11
5739,2019-10-14
5739,2019-10-31
5739,2019-11-10
5739,2019-11-16
5739,2019-11-21
5739,2019-12-02
5739,2019-12-09
5739,2019-12-15
5739,2019-12-29
5739,2020-01-02
5739,2020-01-21
5739,2020-01-26
5739,2020-02-07
5739,2020-02-16
5739,2020-02-22
5739,2020-02-27
5739,2020-03-02
5739,2020-07-03
5739,2020-07-21
5739,2020-08-02
5739,2020-10-12
5739,2020-11-03
5739,2020-11-20
5739,2021-02-06
5739,2021-02-26
5739,2021-03-28
5739,2021-06-06
5739,2021-06-23
5739,2021-07-10
5739,2021-07-25
5739,2021-08-23
5739,2021-09-05
5739,2021-10-01
5739,2021-10-14
5739,2021-10-23
5739,2021-11-02
5739,2021-11-07
5739,2021-12-15
5739,2021-12-29
5739,2022-01-15
5739,2022-02-10
5739,2022-02-26
5739,2022-03-08
5739,2022-03-20
5739,2022-03-28
5739,2022-04-19
5739,2022-04-30
5739,2022-05-12
5739,2022-05-19
5739,2022-05-30
5739,2022-06-09
5739,2022-06-20
5739,2022-06-27
5739,2022-07-04
5739,2022-07-29
5739,2022-08-18
5739,2022-08-28
5739,2022-09-18
5739,2022-10-03
5739,2022-10-22
5739,2022-11-01
5739,2022-11-13
5739,2022-11-23
5739,2022-12-23
5739,2022-12-30
5739,2023-01-18
5739,2023-02-04
5739,2023-03-30
5739,2023-04-24
5739,2023-05-06
5739,2023-05-14
5739,2023-06-22
5739,2023-07-26
5739,2023-08-06
5739,2023-08-26
5739,2023-09-06
5739,2023-09-19
5739,2023-09-25
5739,2023-10-21
5739,2023-10-29
5739,2023-11-09
5739,2023-12-16
5739,2023-12-21
5739,2024-01-05
5739,2024-01-23
5739,2024-02-29
5739,2024-04-07
5739,2024-06-17
5739,2024-08-06
5739,2024-08-30
5739,2025-01-19
5739,2025-02-16
5739,2025-03-12
5739,2025-05-27
5739,2025-06-11
5739,2025-08-18
24916,2010-06-29
24916,2010-11-17
24916,2010-12-09
24916,2011-01-16
24916,2011-04-05
24916,2011-04-09
24916,2011-04-22
24916,2011-05-22
24916,2011-07-01
24916,2011-10-20
24916,2012-02-06
24916,2012-03-29
24916,2012-08-02
24916,2012-08-13
24916,2012-08-27
24916,2012-10-13
24916,2012-10-30
24916,2012-11-12
24916,2012-11-19
24916,2012-12-23
24916,2013-01-16
24916,2013-03-03
24916,2013-03-13
24916,2013-04-07
24916,2013-04-20
24916,2013-05-12
24916,2013-05-19
24916,2013-05-23
24916,2013-06-11
24916,2013-08-03
24916,2013-08-14
24916,2013-08-29
24916,2013-09-22
24916,2013-10-24
24916,2013-11-20
24916,2013-12-08
24916,2013-12-15
24916,2013-12-26
24916,2014-03-26
24916,2014-04-03
24916,2014-06-05
24916,2014-07-18
24916,2014-09-25
24916,2014-11-22
24916,2015-01-07
24916,2015-03-23
24916,2015-03-28
24916,2015-05-03
24916,2015-05-07
24916,2015-05-13
24916,2015-06-15
24916,2015-07-07
24916,2015-07-21
24916,2015-07-28
24916,2015-08-02
24916,2015-08-07
24916,2015-08-10
24916,2015-08-19
24916,2015-08-23
24916,2015-08-28
24916,2015-09-07
24916,2015-09-10
24916,2015-09-12
24916,2015-09-23
24916,2015-09-28
24916,2015-12-22
24916,2015-12-24
24916,2016-01-02
24916,2016-02-07
24916,2016-02-20
24916,2017-01-03
24916,2017-02-17
24916,2017-02-20
24916,2017-02-23
24916,2017-03-02
24916,2017-03-06
24916,2017-03-10
24916,2017-04-11
24916,2017-04-15
24916,2017-05-17
24916,2017-06-01
24916,2017-06-04
24916,2017-06-07
24916,2017-10-01
24916,2017-10-31
24916,2017-11-17
24916,2017-11-22
24916,2018-01-01
24916,2018-03-31
24916,2018-04-01
24916,2018-04-05
24916,2018-04-22
24916,2018-05-04
24916,2019-05-11
24916,2019-05-15
24916,2019-05-20
24916,2019-05-25
24916,2019-05-27
24916,2019-06-01
24916,2019-07-20
24916,2019-08-26
24916,2019-08-28
24916,2019-09-06
24916,2019-10-17
24916,2019-10-20
24916,2019-10-26
24916,2019-10-27
24916,2019-10-31
24916,2021-05-17
24916,2021-07-11
24916,2021-07-26
24916,2021-07-28
24916,2021-07-29
24916,2021-08-29
24916,2021-11-25
24916,2021-11-30
24916,2022-01-04
24916,2022-01-07
24916,2022-01-09
24916,2022-01-13
24916,2022-01-21
24916,2022-06-11
24916,2022-06-25
24916,2022-07-25
24916,2022-07-27
24916,2022-08-03
24916,2022-08-08
24916,2022-08-14
24916,2022-12-05
24916,2023-03-13
24916,2023-03-26
24916,2023-03-30
24916,2023-05-19
24916,2023-06-20
24916,2023-10-06
24916,2023-11-21
24916,2023-12-28
24916,2024-03-16
24916,2024-05-13
24916,2024-06-10
24916,2024-06-30
24916,2024-07-05
24916,2024-07-07
24916,2024-07-11
24916,2024-07-22
24916,2025-07-21
24916,2025-09-01
29521,2011-07-23
29521,2011-08-02
29521,2012-12-25
29521,2013-07-23
29521,2013-08-24
29521,2014-08-03
29521,2014-08-12
29521,2014-08-26
29521,2015-07-06
29521,2015-07-24
29521,2015-07-31
29521,2015-08-18
29521,2016-04-18
29521,2016-04-30
29521,2016-05-08
29521,2016-05-13
29521,2016-05-16
29521,2016-05-24
29521,2016-05-31
29521,2016-06-02
29521,2016-06-11
29521,2016-06-16
29521,2016-06-23
29521,2016-06-28
29521,2016-07-12
29521,2016-07-18
29521,2016-08-02
29521,2016-08-09
29521,2016-08-15
29521,2016-08-23
29521,2016-10-07
29521,2016-10-13
29521,2018-08-10
29521,2019-12-30
29521,2020-01-04
29521,2022-11-23
29521,2023-11-27
29521,2024-05-15
29521,2024-07-28
29521,2024-08-11
29521,2024-08-18
29521,2024-11-19
29521,2025-02-09
29521,2025-03-17
29521,2025-04-29
29521,2025-05-09
29521,2025-05-19
29521,2025-07-01
29521,2025-07-21
29521,2025-08-07
30026,2012-09-09
30026,2021-11-06
30026,2022-09-11
30026,2023-06-12
36702,2010-08-25
36702,2012-08-30
36702,2013-08-15
36702,2014-08-16
36702,2015-08-17
36702,2015-09-27
36702,2015-11-29
36702,2016-07-16
36702,2016-08-10
36702,2016-08-25
36702,2017-04-09
36702,2017-06-22
36702,2017-08-18
36702,2017-11-08
36702,2017-11-27
36702,2018-04-23
36702,2018-05-18
36702,2018-08-25
36702,2018-09-26
36702,2018-10-10
36702,2019-03-12
36702,2019-07-25
36702,2019-08-13
36702,2019-08-20
36702,2019-09-29
36702,2019-10-16
36702,2019-10-30
36702,2020-03-14
36702,2021-10-28
36702,2021-11-17
36702,2022-05-01
36702,2022-05-10
36702,2022-10-27
36702,2022-11-07
36702,2023-03-03
36702,2023-04-11
36702,2023-04-25
36702,2023-09-28
36702,2023-10-16
36702,2024-10-13
36702,2025-01-06
36702,2025-04-23
46908,2018-11-25
46908,2018-11-26
46908,2018-11-27
46908,2018-12-08
46908,2018-12-27
46908,2019-01-10
46908,2019-01-25
46908,2019-02-16
46908,2019-03-26
46908,2020-03-25
46908,2021-08-01
46908,2021-08-31
46908,2021-11-30
46908,2022-07-29
46908,2022-10-16
46908,2023-03-04
46908,2023-03-13
46908,2023-03-22
46908,2023-03-31
46908,2023-09-02
46908,2024-03-01
46908,2024-04-14
46908,2024-06-09
46908,2024-06-26
46908,2024-09-21
46908,2024-10-02
46908,2025-01-06
46908,2025-02-11
46908,2025-03-01
56645,2017-05-22
56645,2017-08-13
56645,2017-08-26
56645,2018-03-28
56645,2018-06-30
56645,2019-05-31
56645,2020-08-15
56645,2020-10-24
56645,2020-11-01
56645,2020-11-07
56645,2020-11-28
56645,2020-12-12
56645,2020-12-23
56645,2020-12-31
56645,2021-01-22
56645,2021-02-25
56645,2021-03-05
56645,2021-03-13
56645,2021-05-29
56645,2021-06-30
56645,2021-07-30
56645,2021-08-04
56645,2021-08-10
56645,2021-08-13
56645,2021-08-19
56645,2021-08-25
56645,2021-08-31
56645,2021-09-07
56645,2021-09-12
56645,2021-09-24
56645,2021-10-12
56645,2021-10-26
56645,2021-10-31
56645,2021-11-15
56645,2021-11-22
56645,2022-09-02
56645,2023-03-04
56645,2023-03-10
56645,2023-03-24
56645,2023-04-02
56645,2023-04-20
56645,2023-08-27
56645,2023-09-29
56645,2024-03-31
56645,2024-10-31
85974,2011-05-17
85974,2011-05-23
85974,2011-06-10
85974,2011-06-19
85974,2011-06-21
85974,2011-06-26
85974,2011-07-20
85974,2011-08-12
85974,2011-08-15
85974,2011-08-18
85974,2011-08-27
85974,2011-08-29
85974,2011-09-03
85974,2011-10-01
85974,2011-10-08
85974,2011-10-16
85974,2011-10-17
85974,2011-10-24
85974,2011-10-26
85974,2011-11-01
85974,2011-11-06
85974,2011-11-12
85974,2011-11-15
85974,2011-12-10
85974,2011-12-18
85974,2012-01-01
85974,2012-01-03
85974,2012-01-09
85974,2012-01-13
85974,2012-01-17
85974,2012-01-19
85974,2012-01-21
85974,2012-01-24
85974,2012-02-15
85974,2012-02-20
85974,2012-02-22
85974,2012-02-26
85974,2012-02-28
85974,2012-03-06
85974,2012-03-25
85974,2012-04-12
85974,2012-04-23
85974,2012-04-28
85974,2012-05-14
85974,2012-05-17
85974,2012-06-14
85974,2012-06-19
85974,2012-06-22
85974,2012-07-20
85974,2012-07-28
85974,2013-02-22
85974,2013-04-13
85974,2013-05-22
85974,2013-05-24
85974,2013-05-28
85974,2013-06-23
85974,2013-06-29
85974,2013-07-04
85974,2013-07-08
85974,2013-07-26
85974,2013-07-30
85974,2013-09-29
85974,2013-10-03
85974,2013-10-16
85974,2013-10-26
85974,2013-11-07
85974,2013-12-13
85974,2013-12-15
85974,2014-01-30
85974,2014-02-08
85974,2014-02-21
85974,2014-03-09
85974,2014-04-01
85974,2014-05-06
85974,2014-05-14
85974,2014-06-03
85974,2014-07-20
85974,2014-08-07
85974,2014-08-18
85974,2014-08-27
85974,2014-09-06
85974,2014-09-15
85974,2014-09-19
85974,2014-09-29
85974,2014-10-04
85974,2014-10-17
85974,2014-12-11
85974,2015-01-16
85974,2015-01-24
85974,2015-02-15
85974,2015-02-25
85974,2015-03-02
85974,2015-03-10
85974,2015-03-24
85974,2015-03-31
85974,2015-04-19
85974,2015-05-16
85974,2015-05-27
85974,2015-06-08
85974,2015-06-12
85974,2015-06-19
85974,2015-06-24
85974,2015-07-03
85974,2015-08-02
85974,2015-08-15
85974,2015-08-31
85974,2015-09-06
85974,2015-09-21
85974,2015-09-25
85974,2015-10-01
85974,2015-10-05
85974,2015-10-12
85974,2015-10-31
85974,2015-11-06
85974,2015-11-29
85974,2015-12-10
85974,2016-01-05
85974,2016-01-25
85974,2016-02-12
85974,2016-02-20
85974,2016-03-11
85974,2016-03-20
85974,2016-03-24
85974,2016-04-02
85974,2016-05-12
85974,2016-05-29
85974,2016-06-25
85974,2016-07-16
85974,2016-07-30
85974,2016-08-08
85974,2016-09-10
85974,2016-09-16
85974,2016-09-24
85974,2016-09-28
85974,2016-10-03
85974,2016-10-10
85974,2017-01-05
85974,2017-01-20
85974,2017-02-05
85974,2017-02-16
85974,2017-02-24
85974,2017-03-05
85974,2017-03-20
85974,2017-03-31
85974,2017-04-06
85974,2017-04-14
85974,2017-04-20
85974,2017-04-24
85974,2017-04-30
85974,2017-05-12
85974,2017-05-18
85974,2017-05-31
85974,2017-06-07
85974,2017-06-11
85974,2017-06-14
85974,2017-06-21
85974,2017-07-03
85974,2017-07-18
85974,2017-07-21
85974,2017-07-29
85974,2017-08-06
85974,2017-08-11
85974,2017-08-13
85974,2017-08-15
85974,2017-08-27
85974,2017-09-04
85974,2017-09-18
85974,2017-09-25
85974,2017-10-07
85974,2017-10-12
85974,2017-10-23
85974,2017-11-17
85974,2017-12-13
85974,2018-01-13
85974,2018-01-21
85974,2018-03-04
85974,2018-03-21
85974,2018-04-09
85974,2018-04-18
85974,2018-04-23
85974,2018-04-29
85974,2018-05-03
85974,2018-05-09
85974,2018-05-19
85974,2018-05-22
85974,2018-05-27
85974,2018-06-30
85974,2018-07-15
85974,2018-08-27
85974,2018-09-03
85974,2018-09-11
85974,2018-09-26
85974,2018-10-01
85974,2018-10-05
85974,2018-10-16
85974,2018-10-23
85974,2018-11-24
85974,2018-12-17
85974,2019-01-12
85974,2019-01-21
85974,2019-02-08
85974,2019-02-14
85974,2019-02-24
85974,2019-03-12
85974,2019-03-22
85974,2019-03-29
85974,2019-04-14
85974,2019-05-10
85974,2019-05-17
85974,2019-06-01
85974,2019-06-22
85974,2019-06-27
85974,2019-07-14
85974,2019-07-21
85974,2019-07-28
85974,2019-08-08
85974,2019-08-18
85974,2019-08-26
85974,2019-09-08
85974,2019-11-07
85974,2019-11-25
85974,2019-11-30
85974,2019-12-06
85974,2019-12-12
85974,2019-12-20
85974,2020-01-03
85974,2020-01-16
85974,2020-02-11
85974,2023-04-15
85974,2023-04-22
85974,2023-04-28
85974,2023-05-13
85974,2023-05-19
85974,2023-06-17
85974,2023-06-24
85974,2023-07-03
85974,2023-07-17
85974,2023-08-18
85974,2023-09-14
85974,2023-09-23
85974,2023-09-30
85974,2023-10-08
85974,2023-11-25
85974,2024-02-10
85974,2024-04-28
85974,2024-05-12
85974,2024-06-14
85974,2024-06-27
85974,2024-08-16
85974,2024-09-21
85974,2024-09-30
85974,2024-10-07
85974,2024-10-27
85974,2024-11-15
85974,2025-02-18
85974,2025-02-26
85974,2025-05-19
136250,2017-01-15
136250,2017-07-01
136250,2017-11-09
136250,2017-11-22
136250,2018-01-12
136250,2018-09-04
136250,2018-09-23
136250,2019-02-24
136250,2020-05-28
136250,2020-09-12
136250,2021-10-24
136250,2023-02-12
136250,2023-04-11
136250,2024-06-17
151422,2014-11-29
151422,2015-02-18
151422,2015-11-10
151422,2016-06-17
151422,2017-07-24
151422,2018-11-11
151422,2020-03-01
151422,2022-06-27
151422,2022-07-09
155368,2011-07-13
155368,2011-08-04
155368,2011-08-31
155368,2011-09-03
155368,2011-09-13
155368,2011-09-16
155368,2011-09-26
155368,2011-12-27
155368,2011-12-30
155368,2012-01-13
155368,2012-01-22
155368,2012-02-16
155368,2012-02-25
155368,2012-03-07
155368,2012-04-02
155368,2012-04-08
155368,2012-04-18
155368,2012-04-30
155368,2012-05-28
155368,2012-05-31
155368,2012-06-07
155368,2012-07-11
155368,2012-07-16
155368,2012-07-21
155368,2012-07-30
155368,2012-08-02
155368,2012-08-19
155368,2012-08-28
155368,2012-09-01
155368,2012-09-04
155368,2012-09-12
155368,2012-09-17
155368,2012-09-20
155368,2012-09-27
155368,2012-11-02
155368,2012-11-08
155368,2012-11-12
155368,2012-11-25
155368,2012-11-28
155368,2012-12-04
155368,2013-01-04
155368,2013-01-22
155368,2013-01-29
155368,2013-02-18
155368,2013-02-26
155368,2013-03-02
155368,2013-04-01
155368,2013-04-08
155368,2013-04-21
155368,2013-04-27
155368,2013-05-02
155368,2013-05-14
155368,2013-05-21
155368,2013-05-29
155368,2013-06-09
155368,2013-06-17
155368,2013-07-01
155368,2013-07-04
155368,2013-07-19
155368,2013-07-27
155368,2013-08-03
155368,2013-08-08
155368,2013-08-11
155368,2013-08-21
155368,2013-08-26
155368,2013-09-10
155368,2013-09-28
155368,2013-10-29
155368,2013-11-02
155368,2013-11-06
155368,2013-11-13
155368,2013-11-28
155368,2013-12-10
155368,2014-01-30
155368,2014-03-04
155368,2014-04-09
155368,2014-04-21
155368,2014-04-28
155368,2014-05-03
155368,2014-05-11
155368,2014-05-17
155368,2014-05-27
155368,2014-05-31
155368,2014-07-19
155368,2014-07-29
155368,2014-08-02
155368,2014-08-07
155368,2014-08-19
155368,2014-09-15
155368,2014-09-19
155368,2014-09-29
155368,2014-10-04
155368,2014-10-20
155368,2014-10-27
155368,2014-11-04
155368,2014-11-26
155368,2014-12-16
155368,2015-01-06
155368,2015-01-25
155368,2015-02-10
155368,2015-02-22
155368,2015-02-28
155368,2015-03-04
155368,2015-03-09
155368,2015-03-13
155368,2015-03-20
155368,2015-03-25
155368,2015-03-29
155368,2015-04-15
155368,2015-04-27
155368,2015-05-07
155368,2015-05-12
155368,2015-05-20
155368,2015-05-26
155368,2015-06-15
155368,2015-06-23
155368,2015-06-29
155368,2015-07-06
155368,2015-07-14
155368,2015-07-21
155368,2015-07-27
155368,2015-08-02
155368,2015-08-16
155368,2015-08-25
155368,2015-09-01
155368,2015-09-05
155368,2015-09-09
155368,2015-09-21
155368,2015-09-26
155368,2015-10-12
155368,2015-10-16
155368,2015-10-28
155368,2015-11-04
155368,2015-11-10
155368,2015-12-07
155368,2016-01-23
155368,2016-01-28
155368,2016-02-23
155368,2016-03-10
155368,2016-03-17
155368,2016-03-24
155368,2016-03-31
155368,2016-04-06
155368,2016-04-11
155368,2016-04-17
155368,2016-04-24
155368,2016-05-11
155368,2016-05-15
155368,2016-05-22
155368,2016-05-29
155368,2016-07-13
155368,2016-07-17
155368,2016-07-22
155368,2016-07-25
155368,2016-08-08
155368,2016-08-14
155368,2016-08-23
155368,2016-08-30
155368,2016-09-04
155368,2016-09-12
155368,2016-09-18
155368,2016-09-24
155368,2016-10-19
155368,2016-10-30
155368,2016-11-07
155368,2016-11-14
155368,2016-11-26
155368,2016-12-20
155368,2016-12-29
155368,2017-01-13
155368,2017-02-06
155368,2017-02-16
155368,2017-03-14
155368,2017-04-18
155368,2017-04-23
155368,2017-05-01
155368,2017-05-07
155368,2017-05-11
155368,2017-05-15
155368,2017-05-25
155368,2017-05-30
155368,2017-06-03
155368,2017-06-12
155368,2017-06-19
155368,2017-06-25
155368,2017-07-29
155368,2017-08-03
155368,2017-08-15
155368,2017-08-22
155368,2017-09-04
155368,2017-09-11
155368,2017-09-18
155368,2017-09-28
155368,2017-10-07
155368,2017-10-17
155368,2017-10-22
155368,2017-11-05
155368,2017-11-11
155368,2017-11-24
155368,2017-12-04
155368,2017-12-31
155368,2018-01-05
155368,2018-01-14
155368,2018-02-05
155368,2018-03-05
155368,2018-03-11
155368,2018-03-27
155368,2018-04-09
155368,2018-04-22
155368,2018-05-24
155368,2018-05-29
155368,2018-06-03
155368,2018-06-11
155368,2018-07-11
155368,2018-07-18
155368,2018-07-23
155368,2018-07-29
155368,2018-08-06
155368,2018-08-14
155368,2018-08-21
155368,2018-08-27
155368,2018-09-02
155368,2018-09-09
155368,2018-09-20
155368,2018-09-30
155368,2018-10-08
155368,2018-10-13
155368,2018-10-22
155368,2018-11-04
155368,2018-11-14
155368,2018-11-23
155368,2018-12-04
155368,2018-12-28
155368,2019-01-08
155368,2019-01-28
155368,2019-02-15
155368,2019-03-13
155368,2019-03-18
155368,2019-03-25
155368,2019-04-08
155368,2019-04-14
155368,2019-04-26
155368,2019-05-05
155368,2019-05-23
155368,2019-05-29
155368,2019-06-13
155368,2019-06-26
155368,2019-07-06
155368,2019-07-16
155368,2019-08-04
155368,2019-08-15
155368,2019-08-21
155368,2019-09-04
155368,2019-09-30
155368,2019-10-13
155368,2019-10-20
155368,2019-10-29
155368,2019-11-16
155368,2019-11-30
155368,2019-12-08
155368,2019-12-28
155368,2020-01-08
155368,2020-01-20
155368,2020-02-07
155368,2020-02-15
155368,2020-03-03
155368,2020-03-15
155368,2020-08-05
155368,2020-08-10
155368,2020-08-16
155368,2020-12-05
155368,2021-04-24
155368,2021-05-04
155368,2021-05-17
155368,2021-06-10
155368,2021-06-26
155368,2021-07-05
155368,2021-07-26
155368,2021-08-15
155368,2021-08-25
155368,2021-08-31
155368,2021-09-19
155368,2021-10-10
155368,2021-10-25
155368,2021-11-08
155368,2021-11-20
155368,2021-12-05
155368,2021-12-10
155368,2021-12-18
155368,2022-01-22
155368,2022-02-22
155368,2022-03-05
155368,2022-03-26
155368,2022-04-04
155368,2022-04-17
155368,2022-04-30
155368,2022-05-30
155368,2022-06-18
155368,2022-07-18
155368,2022-07-24
155368,2022-08-19
155368,2023-04-20
155368,2023-07-30
155368,2023-08-27
155368,2023-11-27
155368,2024-05-14
155368,2024-05-27
155368,2024-06-23
155368,2024-08-10
155368,2024-08-24
169599,2011-08-16
169599,2011-08-19
169599,2011-08-24
169599,2011-09-02
169599,2011-09-09
169599,2011-10-02
169599,2011-11-09
169599,2011-11-14
169599,2012-01-02
169599,2012-01-13
169599,2012-01-19
169599,2012-01-22
169599,2012-01-29
169599,2012-02-13
169599,2012-02-21
169599,2012-03-13
169599,2012-03-20
169599,2012-04-23
169599,2012-05-01
169599,2012-05-10
169599,2012-05-15
169599,2012-05-25
169599,2012-05-31
169599,2012-06-18
169599,2012-06-24
169599,2012-07-01
169599,2012-07-14
169599,2012-08-01
169599,2012-08-11
169599,2012-08-14
169599,2012-08-23
169599,2012-08-30
169599,2012-09-23
169599,2012-10-01
169599,2012-10-13
169599,2012-10-17
169599,2012-10-31
169599,2012-11-07
169599,2012-11-16
169599,2013-01-02
169599,2013-01-07
169599,2013-02-02
169599,2013-02-12
169599,2013-08-09
169599,2013-09-01
169599,2013-09-08
169599,2013-09-10
169599,2013-09-14
169599,2013-10-07
169599,2013-10-22
169599,2013-10-28
169599,2013-11-05
169599,2013-11-12
169599,2013-11-23
169599,2013-11-27
169599,2013-12-23
169599,2014-01-04
169599,2014-01-08
169599,2014-01-12
169599,2014-01-20
169599,2014-01-31
169599,2014-02-17
169599,2014-02-24
169599,2014-03-12
169599,2014-08-12
169599,2014-08-17
169599,2014-09-01
169599,2014-09-10
169599,2014-09-15
169599,2014-09-19
169599,2014-09-23
169599,2014-09-29
169599,2014-10-15
169599,2014-10-21
169599,2014-10-29
169599,2014-11-03
169599,2014-11-09
169599,2014-11-17
169599,2014-12-07
169599,2014-12-26
